id:ID,names,size:int,labels:LABEL,rho:double
Tenofovir,Tenofovir,146,drug,0.5270484774193549
PRKACB,PRKACB,6,gene:protein,0.633545085
Metronidazole,Metronidazole,90,drug,0.5972174953061224
HRK,HRK,37,gene:protein,0.6506289437499999
1-Testosterone,1-Testosterone,159,drug,0.5030644018604651
CHAC1,CHAC1,14,gene:protein,0.6268038977777777
EGLN3,EGLN3,344,gene:protein,0.668208866
EIF2AK4,EIF2AK4,233,gene:protein,0.6011389386486489
ubiquitin-dependent_ERAD_pathway,ubiquitin-dependent ERAD pathway,481,biological process,0.5
MFN2,MFN2,106,gene:protein,0.6266936182608696
NFE2L1,NFE2L1,14,gene:protein,0.7004049628571429
reticulophagy,reticulophagy,30,biological process,0.502747255
Wolcott-Rallison_syndrome,Wolcott-Rallison syndrome,2,disease,0.5
endoplasmic_reticulum_lumen,endoplasmic reticulum lumen,57,cellular component,0.483695652173913
white_adipocyte,white adipocyte,5,enzyme source,0.5
store-operated_calcium_entry,store-operated calcium entry,184,biological process,0.504916668
brown_adipose_tissue,brown adipose tissue,50,enzyme source,0.5017361125
tight_junction,tight junction,90,cellular component,0.1428571500000001
congenital_vertical_talus,congenital vertical talus,54,disease,0.5
Protein_S_human,Protein S human,16,drug,0.5687794245454545
cerebral_infarction,cerebral infarction,30,disease,0.2928181283333333
LSS,LSS,74,gene:protein,0.5532437472727273
lysosome,lysosome,124,cellular component,0.125178113676923
OTUB1,OTUB1,181,gene:protein,0.6783033433333333
NPRL3,NPRL3,25,gene:protein,0.6063058625
Flubendazole,Flubendazole,225,drug,0.5
SLC7A7,SLC7A7,105,gene:protein,0.5787240633333334
MIR148B,MIR148B,195,gene,0.5
SNHG12,SNHG12,81,gene,0.5166666666666667
RISC-loading_complex,RISC-loading complex,13,cellular component,0.5
RNA_modification,RNA modification,126,biological process,0.5192780162962962
MIR152,MIR152,164,gene,0.5
GIHCG,GIHCG,2,gene,0.5
TUSC7,TUSC7,10,gene,0.50555556
uveal_melanoma,uveal melanoma,69,disease,0.126409122051282
MBF_transcription_complex,MBF transcription complex,9,cellular component,0.5
PTS,PTS,99,gene:protein,0.5786038474999999
pre-eclampsia,pre-eclampsia,102,disease,0.4148036131818182
nifedipine,nifedipine,36,drug,0.5
severe_pre-eclampsia,severe pre-eclampsia,2,disease,0.5
MYBBP1A,MYBBP1A,9,gene:protein,0.6353059750000001
NCOA1,NCOA1,78,gene:protein,0.7048290115
NCOA2,NCOA2,79,gene:protein,0.70697628
GRIP1,GRIP1,9,gene:protein,0.6428985333333334
WSPAR,WSPAR,5,gene,0.5
MFGE8,MFGE8,88,gene:protein,0.589816982631579
MTDH,MTDH,671,gene:protein,0.6472372145833333
ABCB5,ABCB5,79,gene:protein,0.5777729466666668
ABC-type_transporter_activity,ABC-type transporter activity,106,molecular function,0.5060626794117647
regorafenib,regorafenib,245,drug,0.5
TORC1_signaling,TORC1 signaling,1,biological process,0.5
gastrointestinal_stromal_tumor,gastrointestinal stromal tumor,657,disease,0.5133798713333334
homocysteine_catabolic_process,homocysteine catabolic process,2,biological process,0.5
MAT2A,MAT2A,119,gene:protein,0.6123698683333333
AHCY,AHCY,26,gene:protein,0.6347986328571428
MIR4429,MIR4429,4,gene,0.5
UNC93B1,UNC93B1,93,gene:protein,0.5947310875
MTR,MTR,31,gene:protein,0.5695333836363636
all-trans-retinoic acid,all-trans-retinoic acid,18,other,0.5622461964285714
Ertapenem,Ertapenem,8,drug,0.5677759957142857
Meropenem,Meropenem,109,drug,0.6135076091666668
ZBED1,ZBED1,139,gene:protein,0.4394311054761904
Oseltamivir,Oseltamivir,162,drug,0.5492973531578946
indomethacin,indomethacin,78,drug,0.5
NBAS,NBAS,27,gene:protein,0.5571304866666668
glucosamine,glucosamine,97,drug,0.17857143
subcutaneous_adipose_tissue,subcutaneous adipose tissue,72,enzyme source,0.5024154608695652
hyperparathyroidism,hyperparathyroidism,89,disease,0.1999999999999998
B_cell_proliferation,B cell proliferation,134,biological process,0.5028122043902439
TNFAIP6,TNFAIP6,140,gene:protein,0.6173125217647059
mononuclear_cell,mononuclear cell,90,enzyme source,0.1269779696666666
DLAT,DLAT,3,gene:protein,0.6286602
LUCAT1,LUCAT1,144,gene,0.508585864
EPHB4,EPHB4,317,gene:protein,0.6061724032142859
intussusceptive_angiogenesis,intussusceptive angiogenesis,10,biological process,0.5
EPHA5,EPHA5,10,gene:protein,0.6132962460000001
endochondral_bone,endochondral bone,25,anatomical entity:enzyme source,0.165178578125
EPHA4,EPHA4,26,gene:protein,0.615685205
EPHB3,EPHB3,13,gene:protein,0.57285964
callus_formation,callus formation,12,biological process,0.5
leaflet,leaflet,95,enzyme source,0.5
TNFRSF1B,TNFRSF1B,115,gene:protein,0.6479294495238097
EPHA7,EPHA7,2,gene:protein,0.592751935
bone_development,bone development,48,biological process,0.5
white_adipose_tissue,white adipose tissue,50,enzyme source,0.5
skeletal_system_development,skeletal system development,36,biological process,0.4638694654545455
hydralazine,hydralazine,49,drug,0.5
stratum_basale,stratum basale,25,enzyme source,0.5
viral_life_cycle,viral life cycle,11,biological process,0.5
RPL22,RPL22,95,gene:protein,0.6410819354545455
UBE3A,UBE3A,294,gene:protein,0.6240459903125001
valproate,valproate,131,other,0.5168492665714285
CARD6,CARD6,3,gene:protein,0.6839797
cervical_spine,cervical spine,100,enzyme source,0.5
VCX2,VCX2,53,gene:protein,0.5
cerebellum,cerebellum,153,enzyme source,0.5
chikungunya,chikungunya,19,disease,0.5
peptidase_activity,peptidase activity,68,molecular function,0.5034874694444444
negative_regulation_of_coagulation,negative regulation of coagulation,26,biological process,0.5
female_breast_cancer,female breast cancer,46,disease,0.1254664203225806
Lintuzumab,Lintuzumab,10,drug,0.5371288275
MIR155HG,MIR155HG,251,gene,0.5056412342857143
bladder_wall,bladder wall,21,enzyme source,0.5
VEGFD,VEGFD,163,gene:protein,0.6770794246428572
TBC1D7,TBC1D7,7,gene:protein,0.6364788100000001
perivascular_epithelioid_cell_tumor,perivascular epithelioid cell tumor,24,disease,0.5043859666666667
angiomyolipoma,angiomyolipoma,10,disease,0.16666667
idiopathic_interstitial_pneumonia,idiopathic interstitial pneumonia,405,disease,0.5017348829545455
TELO2,TELO2,98,gene:protein,0.7207615261111112
CLIP1,CLIP1,5,gene:protein,0.6488353166666667
MLANA,MLANA,96,gene:protein,0.5435696864285715
Elacridar,Elacridar,10,drug,0.5446723666666666
endoplasmic_reticulum_localization,endoplasmic reticulum localization,5,biological process,0.423058342
RPS9,RPS9,120,gene:protein,0.6795939453968253
plasmacytoid_dendritic_cell,plasmacytoid dendritic cell,30,enzyme source,0.5
LCN1,LCN1,231,gene:protein,0.5450162808219177
verapamil,verapamil,137,drug,0.5
Valspodar,Valspodar,27,drug,0.5698218733333332
Talinolol,Talinolol,2,drug,0.522039385
non-Hodgkin_lymphoma_cell_line,non-Hodgkin lymphoma cell line,1,enzyme source,0.5
POU3F2,POU3F2,115,gene:protein,0.6779907718181819
production_of_miRNAs_involved_in_gene_silencing_by_miRNA,production of miRNAs involved in gene silencing by miRNA,72,biological process,0.4200637347619048
TRPM1,TRPM1,18,gene:protein,0.5284491166666667
RAB22A,RAB22A,20,gene:protein,0.5688786466666665
head_and_neck_carcinoma,head and neck carcinoma,32,disease,0.33333334
CDC25B,CDC25B,52,gene:protein,0.6600463065217393
amelanotic_melanoma_cell,amelanotic melanoma cell,1,enzyme source,0.5
DUSP6,DUSP6,320,gene:protein,0.6360493804347825
AP1S2,AP1S2,5,gene:protein,0.5687716700000001
Brivudine,Brivudine,33,drug,0.5
genital_herpes,genital herpes,5,disease,0.5
doravirine,doravirine,1,drug,0.5
emtricitabine,emtricitabine,46,drug,0.5129769988888888
tongue_epithelial_cell_line,tongue epithelial cell line,214,enzyme source,0.6096228254166666
interleukin-22_production,interleukin-22 production,14,biological process,0.5
Wnt_signaling_pathway__planar_cell_polarity_pathway,Wnt signaling pathway planar cell polarity pathway,27,biological process,0.5044876046666666
FZD1,FZD1,75,gene:protein,0.6098323752173914
adult_T-cell_lymphoma_cell,adult T-cell lymphoma cell,60,enzyme source,0.5
hematopoietic_stem_cell_migration,hematopoietic stem cell migration,2,biological process,0.5
neutrophil_migration,neutrophil migration,28,biological process,0.33333334
Amodiaquine,Amodiaquine,21,drug,0.6004712425
Mefloquine,Mefloquine,57,drug,0.5547435263636363
quinine,quinine,31,drug,0.5
pityriasis_rosea,pityriasis rosea,1,disease,0.5
5Fu,5Fu,34,other,0.54059829
nucleoside_metabolic_process,nucleoside metabolic process,1,biological process,0.5
DNA-binding_transcription_factor_activity,DNA-binding transcription factor activity,15,molecular function,0.5
polyradiculopathy,polyradiculopathy,11,disease,0.5
sciatic_nerve,sciatic nerve,60,enzyme source,0.5
forearm,forearm,42,enzyme source,0.5
radiculopathy,radiculopathy,28,disease,0.5
subapical_complex,subapical complex,507,cellular component,0.5
GJB1,GJB1,34,gene:protein,0.55803453375
SOSTDC1,SOSTDC1,143,gene:protein,0.5385468637499999
MSX1,MSX1,160,gene:protein,0.6084784123076923
odontogenesis_of_dentin-containing_tooth,odontogenesis of dentin-containing tooth,8,biological process,0.5
tooth_agenesis,tooth agenesis,4,disease,0.5
cleft_palate,cleft palate,59,disease,0.2038827266666666
odontogenesis,odontogenesis,1,biological process,0.5
hair_follicle_outer_root_sheath,hair follicle outer root sheath,246,enzyme source,0.5011093078571428
LY96,LY96,113,gene:protein,0.5943003818181818
brentuximab,brentuximab,6,other,0.5
GATA6,GATA6,107,gene:protein,0.6569904854166667
toe,toe,50,enzyme source,0.1666666699999999
Recombinant human TNF,Recombinant human TNF,5,other,0.5
MIR1260B,MIR1260B,4,gene,0.5
CD1A,CD1A,250,gene:protein,0.645024660757576
TGM1,TGM1,290,gene:protein,0.4455907828571429
TSPO,TSPO,341,gene:protein,0.5959181990909089
lidocaine,lidocaine,68,drug,0.5016233771428571
fascia,fascia,53,enzyme source,0.5
Aluminium,Aluminium,34,drug,0.518682173125
epinephrine,epinephrine,40,drug,0.5052910047619048
CLCN5,CLCN5,159,gene:protein,0.584528125
CIITA,CIITA,270,gene:protein,0.6314206126666666
CDA,CDA,191,gene:protein,0.6180345493150685
satellite_cell,satellite cell,77,enzyme source,0.5
NIBAN1,NIBAN1,4,gene:protein,0.73050874
DUSP4,DUSP4,50,gene:protein,0.6300631800000001
inflammatory_cell,inflammatory cell,127,enzyme source,0.5
epithelial_stem_cell,epithelial stem cell,7,enzyme source,0.5
animal,animal,297,enzyme source,0.494099374
TMIE,TMIE,1,gene:protein,0.53125
VAV2,VAV2,32,gene:protein,0.6315937611111111
monocyte_proliferation,monocyte proliferation,9,biological process,0.5
PENK,PENK,12,gene:protein,0.5146998625
ETV5,ETV5,165,gene:protein,0.5923324676
DLL1,DLL1,474,gene:protein,0.6224890559183673
RAMAC,RAMAC,40,gene:protein,0.5840948127777779
ANKH,ANKH,14,gene:protein,0.506707233
TAOK3,TAOK3,2,gene:protein,0.693119585
Vincristine,Vincristine,206,drug,0.5
Etoposide,Etoposide,180,drug,0.5
cc,cc,142,other,0.5
Alzheimer_s_disease_3,Alzheimer s disease 3,4,disease,0.5
metatarsal_bone,metatarsal bone,32,enzyme source,0.5
calcidiol,calcidiol,51,other,0.5
secondary_hyperparathyroidism,secondary hyperparathyroidism,58,disease,0.5
McCune_Albright_syndrome,McCune Albright syndrome,2,disease,0.5
CNGB1,CNGB1,141,gene:protein,0.5418836818181817
ABO,ABO,350,gene:protein,0.5105628184782609
TDM-1,TDM-1,8,other,0.51515152
POU3F1,POU3F1,100,gene:protein,0.630175186
SLC22A2,SLC22A2,131,gene:protein,0.5726708429166666
mirtazapine,mirtazapine,8,drug,0.5
maraviroc,maraviroc,37,drug,0.5
Maraviroc,Maraviroc,21,drug,0.5
IL20,IL20,14,gene:protein,0.624022866
TICAM1,TICAM1,211,gene:protein,0.6769026993442625
CNR2,CNR2,288,gene:protein,0.6093287651351351
TRPV1,TRPV1,1336,gene:protein,0.6046229739189191
LCP2,LCP2,86,gene:protein,0.64061863
CEBPE,CEBPE,12,gene:protein,0.6367623985714285
chronic_mucocutaneous_candidiasis,chronic mucocutaneous candidiasis,5,disease,0.5
T-lymphocyte_cell_line,T-lymphocyte cell line,98,enzyme source,0.5
multisystem_inflammatory_syndrome_in_children,multisystem inflammatory syndrome in children,22,disease,0.5
IL6ST,IL6ST,231,gene:protein,0.634749868529412
T_cell_deficiency,T cell deficiency,6,disease,0.5
aspergillosis,aspergillosis,87,disease,0.2038110219512196
PIK3CG,PIK3CG,36,gene:protein,0.6653053505882351
connective_tissue_disease,connective tissue disease,7,disease,0.5102919
Nitrous_oxide,Nitrous oxide,9,drug,0.51029539
Sweet_syndrome,Sweet syndrome,161,disease,0.5234912441666667
MCM10,MCM10,4,gene:protein,0.663722575
ATG4A,ATG4A,18,gene:protein,0.676352082
MAP1LC3B2,MAP1LC3B2,1,gene:protein,0.5157443
candidiasis,candidiasis,73,disease,0.1775086589999999
AMD,AMD,512,other,0.5
MIR626,MIR626,1,gene,0.5
temporal_lobe,temporal lobe,31,enzyme source,0.50284091
neocortex,neocortex,15,enzyme source,0.5
ARPE-19_cell,ARPE-19 cell,1,enzyme source,0.5
Suramin,Suramin,49,drug,0.5
BCAP31,BCAP31,241,gene:protein,0.6253304500000001
cell_projection,cell projection,15,cellular component,0.5
SGCB,SGCB,728,gene:protein,0.5733324235714286
milk_fat,milk fat,26,enzyme source,0.5
neuroendocrine_carcinoma,neuroendocrine carcinoma,18,disease,0.5
WWP2,WWP2,153,gene:protein,0.6609400173333334
ERG,ERG,795,gene:protein,0.6555276602298854
MYCNOS,MYCNOS,21,gene:protein,0.58493755
PLAGL2,PLAGL2,33,gene:protein,0.661589166
HAND2,HAND2,92,gene:protein,0.6140983972727272
hindbrain,hindbrain,17,enzyme source,0.503472225
TBX2,TBX2,21,gene:protein,0.6578656233333333
E2F2,E2F2,32,gene:protein,0.6419734714285713
ALDH18A1,ALDH18A1,7,gene:protein,0.5975256119999999
LIN28B,LIN28B,357,gene:protein,0.6319370866666668
IL1RAP,IL1RAP,97,gene:protein,0.5750644480000001
MRO,MRO,68,gene:protein,0.5
adenoid_cystic_carcinoma,adenoid cystic carcinoma,37,disease,0.5
ITPR1,ITPR1,171,gene:protein,0.5752058077777777
hydroxycarbamide,hydroxycarbamide,6,other,0.5
polymyalgia_rheumatica,polymyalgia rheumatica,9,disease,0.5
DGKA,DGKA,4,gene:protein,0.5605115
PTPN2,PTPN2,369,gene:protein,0.6049279241666666
RTL1,RTL1,378,gene:protein,0.5
DGKZ,DGKZ,2,gene:protein,0.5937564
FUT8,FUT8,49,gene:protein,0.566285229
metamorphosis,metamorphosis,34,biological process,0.5
epa,epa,2,other,0.5
SERPINH1,SERPINH1,42,gene:protein,0.6049558264285714
FNDC3B,FNDC3B,15,gene:protein,0.5
KDELR2,KDELR2,2,gene:protein,0.5248722
RCAN2,RCAN2,1,gene:protein,0.5
DCBLD2,DCBLD2,5,gene:protein,0.53865498
NRGN,NRGN,27,gene:protein,0.546252824
guanidine,guanidine,37,drug,0.5
MAP2,MAP2,55,gene:protein,0.6085497781818182
PHF1,PHF1,165,gene:protein,0.667555157
BMP8A,BMP8A,19,gene:protein,0.5300224
Infigratinib,Infigratinib,13,drug,0.5
erdafitinib,erdafitinib,24,drug,0.5
morphogenesis_of_a_branching_structure,morphogenesis of a branching structure,12,biological process,0.5046699275
gingival_disease,gingival disease,2,disease,0.5
TRAM1,TRAM1,74,gene:protein,0.56083667625
encorafenib,encorafenib,17,drug,0.5
OR4G3P,OR4G3P,5,gene,0.5
F2,F2,363,gene:protein,0.5940186332954545
aromatase_activity,aromatase activity,10,molecular function,0.5
acute-phase_response,acute-phase response,51,biological process,0.5
Piperine,Piperine,31,drug,0.5
vitiligo,vitiligo,53,disease,0.5
rosacea,rosacea,3,disease,0.5
TLR9,TLR9,822,gene:protein,0.6346246854285713
corn_silk,corn silk,229,enzyme source,0.5
HDC,HDC,91,gene:protein,0.5688902728571429
6-mercaptopurine,6-mercaptopurine,21,other,0.5076484694736841
DUSP1,DUSP1,270,gene:protein,0.6336372178947369
PTPA,PTPA,15,gene:protein,0.63177831
HMGB3,HMGB3,39,gene:protein,0.6418337825
acute_monocytic_leukemia,acute monocytic leukemia,44,disease,0.5
monocytic_leukemia_cell_line,monocytic leukemia cell line,22,enzyme source,0.125
PUM3,PUM3,19,gene:protein,0.55961102
flavonol_3-O-glucosyltransferase_activity,flavonol 3-O-glucosyltransferase activity,9,molecular function,0.5
Erythromycin,Erythromycin,50,drug,0.6098830379411765
Oxacillin,Oxacillin,14,drug,0.6859808857142857
SLC2A8,SLC2A8,3,gene:protein,0.52364063
MLLT3,MLLT3,83,gene:protein,0.677633048695652
TBXA2R,TBXA2R,4,gene:protein,0.6637234666666667
vermiform_appendix,vermiform appendix,408,enzyme source,0.5
SLC16A3,SLC16A3,16,gene:protein,0.6477670811111111
HCC-827_cell,HCC-827 cell,11,enzyme source,0.5
CLDN5,CLDN5,26,gene:protein,0.5977926483333333
PIKFYVE,PIKFYVE,53,gene:protein,0.6003673236363636
temporal_arteritis,temporal arteritis,29,disease,0.5050925966666667
tunica_externa_vasorum,tunica externa vasorum,21,enzyme source,0.5
MT4,MT4,30,gene:protein,0.5645576115384615
CADM1,CADM1,190,gene:protein,0.5898818362962963
CASP5,CASP5,10,gene:protein,0.6754129074999999
PYHIN1,PYHIN1,10,gene:protein,0.6345920833333333
flight,flight,14,biological process,0.5
STAB1,STAB1,7,gene:protein,0.6249946660000001
trigeminal_nerve,trigeminal nerve,13,enzyme source,0.5
TPRKB,TPRKB,14,gene:protein,0.5
OSGEP,OSGEP,10,gene:protein,0.671461975
PBK,PBK,1063,gene:protein,0.6245590185714286
TP53RK,TP53RK,7,gene:protein,0.6449079
LAGE3,LAGE3,5,gene:protein,0.6472365266666666
tRNA_binding,tRNA binding,1,molecular function,0.16666667
FOXP4,FOXP4,80,gene:protein,0.6287692733333333
CCK,CCK,126,gene:protein,0.5729348649350651
NCI-H460_cell,NCI-H460 cell,9,enzyme source,0.5
USF1,USF1,58,gene:protein,0.6809002157142857
RPS26,RPS26,61,gene:protein,0.68206305125
NCOR1,NCOR1,63,gene:protein,0.6876433848275864
RPS18,RPS18,134,gene:protein,0.6693003720833334
antenna,antenna,16,anatomical entity:enzyme source,0.5
Zanubrutinib,Zanubrutinib,12,drug,0.5
B_cell_receptor_complex,B cell receptor complex,6,cellular component,0.5
BLNK,BLNK,18,gene:protein,0.6847363707692308
B_cell_adhesion,B cell adhesion,2,biological process,0.5
ITK,ITK,162,gene:protein,0.6686566687500001
diarrhea,diarrhea,97,disease,0.49012820535
BMX,BMX,91,gene:protein,0.6439598236363636
RACK1,RACK1,287,gene:protein,0.6545091433333333
BCAR1,BCAR1,27,gene:protein,0.6438374964285715
hematopoietic_system,hematopoietic system,111,enzyme source,0.5006493506493506
iron_ion_binding,iron ion binding,26,molecular function,0.5018332785714286
TPM3,TPM3,29,gene:protein,0.3623711456666666
Entrectinib,Entrectinib,30,drug,0.5179015377777778
Glasdegib,Glasdegib,21,drug,0.5
Emapalumab,Emapalumab,3,drug,0.5161168466666667
Moxetumomab_Pasudotox,Moxetumomab Pasudotox,8,drug,0.5
Erdafitinib,Erdafitinib,10,drug,0.5
agammaglobulinemia,agammaglobulinemia,184,disease,0.5169746409195403
SCN5A,SCN5A,83,gene:protein,0.5686311571428572
Belantamab_mafodotin,Belantamab mafodotin,8,drug,0.5256189849999999
VASH2,VASH2,152,gene:protein,0.5961434666666666
lung_epithelium_cell_line,lung epithelium cell line,4,enzyme source,0.5
MIR671,MIR671,4,gene,0.5
FRZB,FRZB,62,gene:protein,0.6611209764285715
MST1,MST1,330,gene:protein,0.5438998545238094
U-87MG_cell,U-87MG cell,31,enzyme source,0.5
MIR186,MIR186,343,gene,0.5
ACHN_cell,ACHN cell,10,enzyme source,0.5
kidney_cell_line,kidney cell line,10,enzyme source,0.5
kidney_cancer_cell,kidney cancer cell,56,enzyme source,0.5018518518518519
SPHK2,SPHK2,436,gene:protein,0.6195514135714285
ANXA2R,ANXA2R,92,gene:protein,0.54166665
MIR139,MIR139,64,gene,0.5
PCAT1,PCAT1,890,gene,0.5125816999999999
LTBP3,LTBP3,23,gene:protein,0.5215669271428572
p53_binding,p53 binding,43,molecular function,0.5
RAP2B,RAP2B,20,gene:protein,0.6069575700000001
RAP1A,RAP1A,165,gene:protein,0.5972103189473684
cervical_mucosa,cervical mucosa,2,enzyme source,0.5
OSBPL8,OSBPL8,22,gene:protein,0.6058236
osteoblast_cell_line,osteoblast cell line,7,enzyme source,0.125
PCAT6,PCAT6,76,gene,0.5535714350000001
PCYT1B,PCYT1B,29,gene:protein,0.5036885808333333
acute_disseminated_encephalomyelitis,acute disseminated encephalomyelitis,26,disease,0.5198412783333334
estriol,estriol,7,drug,0.5
Th1_cell,Th1 cell,50,enzyme source,0.5
cell_cycle_pathway,cell cycle pathway,3,pathway,0.16666667
iNtRON,iNtRON,11,other,0.5
LAT,LAT,57,gene:protein,0.6344142445833333
B3GAT1,B3GAT1,272,gene:protein,0.5905983291666667
CLEC2A,CLEC2A,13,gene:protein,0.70140375
prolymphocytic_leukemia,prolymphocytic leukemia,23,disease,0.5
BANF1,BANF1,229,gene:protein,0.6243708348387098
NAPSA,NAPSA,60,gene:protein,0.555183824
MAP3K7,MAP3K7,236,gene:protein,0.6771340905555556
nuclear-transcribed_mRNA_catabolic_process__nonsense-mediated_decay,nuclear-transcribed mRNA catabolic process nonsense-mediated decay,8,biological process,0.5
protein_serine/threonine_phosphatase_activity,protein serine/threonine phosphatase activity,6,molecular function,0.5
